f1_mean,f1_std,f1_min,f1_max,f2_mean,f2_std,f2_min,f2_max,f3_mean,f3_std,f3_min,f3_max,f4_mean,f4_std,f4_min,f4_max,f5_mean,f5_std,f5_min,f5_max,pitch3_mean,pitch3_std,pitch3_min,pitch3_max,activity
0.21602112264552262,-0.32579286249982475,0.25673461099648526,0.6613815372014133,0.15079849250526547,0.8397367177730632,0.04839193526922358,0.8096237005106783,1.6061273488514574,1.3479672165504155,-0.055590755918631496,1.2343207796785212,-0.13838208524634177,0.5676687536088643,0.3213045361590513,0.42101260064410667,-0.8715465411658149,0.6146545375573089,0.504145118361488,0.8752155902451679,-1.4153089761823596,-0.5074225467188473,1.037035816719506,3.5589652997508137,005
-0.18243584605812513,-0.5095539015328981,-2.6485108886420092,-0.7426844433003781,0.4313204039328784,-0.9017261739961887,0.42111885082027084,-0.9238431042491023,1.0254028406354074,-1.0379475198430093,0.4570898839813834,-0.9289940661601203,-0.32832161598537996,-1.0368905789912795,0.6139462962453808,-0.8455402515446898,0.6893286863567093,-0.9243700049845188,0.2176512653993778,-0.8627157021868956,2.7554957507874893,-1.0495009516743226,0.3256696117959247,-1.0760966759694695,012
1.1267799082538603,1.2596122772066305,-0.7330886369816257,0.4216000877061395,-0.6455217721924748,0.116478754108912,0.27210784640502,-0.06333529100740398,0.4943129057711566,0.3471139143702757,0.1611785328373337,0.5679481825799789,0.2512374649875827,1.4700826655518229,-0.9559128550588608,1.7638689080701495,-0.07619610675943307,4.890797228122401,-2.512123360016649,4.951451300766922,0.9115610293902929,-0.5717674102780226,0.6126508086420025,-0.6300286962459906,011
-1.152488823437839,-0.8372599649942695,0.5679009907442661,-0.6077982934933774,0.6801704866509222,-0.9541679404187572,0.8377945210190016,-1.0030968353215586,-1.058008375806361,-1.0835559103923946,0.8062068444251951,-1.0431457409193141,-0.09454988584502526,-1.055456392950138,0.7293864620199387,-0.9346277586319945,0.09281586055192305,-0.9644565822351132,0.5923880639889598,-0.841825652379686,0.20910970695326567,1.5135383662128872,-0.9965203113588817,1.4380574686756105,007
0.8231936463844145,0.49848813074125103,0.17733908726330358,0.17739026389607948,0.5127622491860565,1.7641623705011793,-0.9325745779530451,1.3624497591085867,0.017821001593884934,1.339103114463899,-0.5192586755754562,1.0080950021190491,-3.1774145770709534,2.5192278106918087,-1.491679821221685,1.7636955649942154,-0.7124764542845388,1.0360484919811492,-0.2860787399016746,0.7033690338249061,-0.09821274661293372,0.777685267317762,-1.2106355791217958,0.9177836312786499,001
5.362756968400973,-0.45542635972810325,-2.642321610463589,-0.7099512957394523,1.0014133207051241,-0.42019318565379415,-0.027142494225071256,-0.35363336542780127,-0.06159431576899368,-0.49863008624652555,-0.08142469338209947,-0.400648003901125,-0.5280016354802664,-0.6847819432604582,0.5059085509636165,-0.32800283046229206,0.03937825324024428,-0.8592239590239965,0.6254200245338271,-0.473325605393101,0.5603353681717793,0.7825064720293361,-0.12754570819380656,0.05211825927985536,000
-0.6947376629628153,5.076750869561336,-3.575560766477217,2.202523629425176,0.5127622491860565,4.353178967350229,-3.2836893803548315,2.188701189906469,-4.4294367707273175,5.293608026414404,-4.280515945256641,2.493662257426632,-1.3072407359481153,4.961724610416514,-3.6583960473505592,2.25874172197431,1.1963645882907779,5.301025910164675,-4.181346318759353,2.31712538143188,1.4383995212180634,0.44894252285361436,-0.0664754390849155,-0.3090082159247744,007
0.30911300372658324,-0.8463840301467568,0.5457604834393545,-0.7357075734827744,-0.7654222665929865,-0.9667971027786876,0.8722915017542524,-1.0038789445097738,-0.1534182764698221,-1.0807753958089452,0.7932283663185481,-0.9970718522834758,-0.9188387468086718,-1.0729779376759434,0.7424995769195062,-1.033162463357647,-0.6316986757901404,-0.9919098258562895,0.7125688049507698,-1.0046299248441417,0.2821673884371948,-1.4256185479460348,1.3178065477400533,-1.330575481390249,013
-0.049616856490242535,-0.679871135276802,0.18871125692446272,-0.16761594858441178,-0.9893873410392259,-0.9296251742745263,0.6597262909809719,-0.8229510189693643,0.1170901482974832,-0.8964344281554528,0.527220822944711,-0.6080493725510878,1.5759439357829261,-0.5618896759487032,-0.1562545213403649,-0.004468813175633601,-1.3487568018096439,4.115937116974463,-2.277360849620777,3.7841118646392324,-0.4933416154837615,0.9743922175105497,-0.40996976912099714,0.4639355639392651,008
-1.4015244288776187,-0.8115392873996615,0.21214329382216093,-0.7630336469350552,-1.0470753147602267,-0.9491741597982646,0.6739238923009134,-1.0338076561121359,-1.058008375806361,-1.0835559103923946,0.8062068444251951,-1.0431457409193141,0.16479062727943072,-1.047819250892266,0.48755019010422185,-1.0652634342319853,-1.153647398369328,-0.9920311217721575,0.7130616721627194,-1.0135858862800844,0.02989544134128,-1.4333860813636492,1.3141261140717333,-1.402416752849189,015
0.5018191269835558,-0.8456469209751761,0.5469178281393838,-0.7599521960989465,-0.47528569287854,-0.9663981102266427,0.8721240019633993,-0.9949211872740844,0.7573761445356919,-1.0787558328983875,0.7624531757370675,-1.031529703226372,0.7370443416855075,-1.0715527633182682,0.7302726042554727,-1.0479616284654247,-1.0790832951437301,-0.9918631106476004,0.71237165806599,-1.004845731143803,0.24718201983925692,-1.4255659773096867,1.3176691313054172,-1.3298830761857479,013
0.13063748649474097,-0.7404013588724111,0.5758682187517156,-0.13811929341109952,-0.17270661502819143,-0.7573285225363486,-1.0296606472037908,-0.636537900988941,1.0626287706492568,-0.9382602128397637,-0.7003115206319284,-1.0127856424036705,0.14409208867325354,-1.00475495022441,0.1904061113868458,-0.9482243561504881,1.156597066570459,-0.8817680313993961,0.2877172682501448,-0.4536764418089425,-0.5811480307883901,0.10009155260280102,0.47829171675219057,0.024659423533330498,007
